scene_id,disaster,origin,split,n_usable,img_pre,img_post,lab_post
tuscaloosa-tornado_00000040,tuscaloosa-tornado,tier3,train,47,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000040_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000040_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000040_post_disaster.json
tuscaloosa-tornado_00000049,tuscaloosa-tornado,tier3,train,89,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000049_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000049_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000049_post_disaster.json
tuscaloosa-tornado_00000053,tuscaloosa-tornado,tier3,train,37,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000053_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000053_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000053_post_disaster.json
tuscaloosa-tornado_00000062,tuscaloosa-tornado,tier3,train,125,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000062_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000062_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000062_post_disaster.json
tuscaloosa-tornado_00000077,tuscaloosa-tornado,tier3,train,136,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000077_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000077_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000077_post_disaster.json
tuscaloosa-tornado_00000078,tuscaloosa-tornado,tier3,train,68,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000078_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000078_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000078_post_disaster.json
tuscaloosa-tornado_00000082,tuscaloosa-tornado,tier3,train,107,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000082_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000082_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000082_post_disaster.json
tuscaloosa-tornado_00000089,tuscaloosa-tornado,tier3,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000089_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000089_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000089_post_disaster.json
tuscaloosa-tornado_00000090,tuscaloosa-tornado,tier3,train,55,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000090_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000090_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000090_post_disaster.json
tuscaloosa-tornado_00000094,tuscaloosa-tornado,tier3,train,39,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000094_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000094_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000094_post_disaster.json
tuscaloosa-tornado_00000095,tuscaloosa-tornado,tier3,train,113,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000095_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000095_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000095_post_disaster.json
tuscaloosa-tornado_00000096,tuscaloosa-tornado,tier3,train,20,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000096_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000096_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000096_post_disaster.json
tuscaloosa-tornado_00000104,tuscaloosa-tornado,tier3,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000104_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000104_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000104_post_disaster.json
tuscaloosa-tornado_00000110,tuscaloosa-tornado,tier3,train,15,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000110_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000110_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000110_post_disaster.json
tuscaloosa-tornado_00000120,tuscaloosa-tornado,tier3,train,164,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000120_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000120_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000120_post_disaster.json
tuscaloosa-tornado_00000127,tuscaloosa-tornado,tier3,train,9,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000127_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000127_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000127_post_disaster.json
tuscaloosa-tornado_00000129,tuscaloosa-tornado,tier3,train,29,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000129_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000129_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000129_post_disaster.json
tuscaloosa-tornado_00000145,tuscaloosa-tornado,tier3,train,44,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000145_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000145_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000145_post_disaster.json
tuscaloosa-tornado_00000148,tuscaloosa-tornado,tier3,train,62,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000148_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000148_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000148_post_disaster.json
tuscaloosa-tornado_00000150,tuscaloosa-tornado,tier3,train,18,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000150_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000150_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000150_post_disaster.json
tuscaloosa-tornado_00000151,tuscaloosa-tornado,tier3,train,110,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000151_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000151_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000151_post_disaster.json
tuscaloosa-tornado_00000157,tuscaloosa-tornado,tier3,train,127,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000157_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000157_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000157_post_disaster.json
tuscaloosa-tornado_00000159,tuscaloosa-tornado,tier3,train,44,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000159_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000159_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000159_post_disaster.json
tuscaloosa-tornado_00000163,tuscaloosa-tornado,tier3,train,35,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000163_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000163_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000163_post_disaster.json
tuscaloosa-tornado_00000173,tuscaloosa-tornado,tier3,train,87,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000173_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000173_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000173_post_disaster.json
tuscaloosa-tornado_00000174,tuscaloosa-tornado,tier3,train,59,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000174_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000174_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000174_post_disaster.json
tuscaloosa-tornado_00000175,tuscaloosa-tornado,tier3,train,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000175_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000175_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000175_post_disaster.json
tuscaloosa-tornado_00000183,tuscaloosa-tornado,tier3,train,129,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000183_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000183_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000183_post_disaster.json
tuscaloosa-tornado_00000195,tuscaloosa-tornado,tier3,train,44,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000195_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000195_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000195_post_disaster.json
tuscaloosa-tornado_00000198,tuscaloosa-tornado,tier3,train,110,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000198_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000198_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000198_post_disaster.json
tuscaloosa-tornado_00000201,tuscaloosa-tornado,tier3,train,128,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000201_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000201_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000201_post_disaster.json
tuscaloosa-tornado_00000228,tuscaloosa-tornado,tier3,train,110,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000228_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000228_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000228_post_disaster.json
tuscaloosa-tornado_00000233,tuscaloosa-tornado,tier3,train,123,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000233_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000233_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000233_post_disaster.json
tuscaloosa-tornado_00000239,tuscaloosa-tornado,tier3,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000239_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000239_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000239_post_disaster.json
tuscaloosa-tornado_00000241,tuscaloosa-tornado,tier3,train,10,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000241_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000241_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000241_post_disaster.json
tuscaloosa-tornado_00000242,tuscaloosa-tornado,tier3,train,18,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000242_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000242_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000242_post_disaster.json
tuscaloosa-tornado_00000243,tuscaloosa-tornado,tier3,train,69,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000243_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000243_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000243_post_disaster.json
tuscaloosa-tornado_00000244,tuscaloosa-tornado,tier3,train,48,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000244_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000244_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000244_post_disaster.json
tuscaloosa-tornado_00000251,tuscaloosa-tornado,tier3,train,40,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000251_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000251_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000251_post_disaster.json
tuscaloosa-tornado_00000253,tuscaloosa-tornado,tier3,train,168,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000253_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000253_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000253_post_disaster.json
tuscaloosa-tornado_00000254,tuscaloosa-tornado,tier3,train,13,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000254_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000254_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000254_post_disaster.json
tuscaloosa-tornado_00000269,tuscaloosa-tornado,tier3,train,84,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000269_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000269_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000269_post_disaster.json
tuscaloosa-tornado_00000272,tuscaloosa-tornado,tier3,train,26,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000272_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000272_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000272_post_disaster.json
tuscaloosa-tornado_00000273,tuscaloosa-tornado,tier3,train,94,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000273_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000273_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000273_post_disaster.json
tuscaloosa-tornado_00000276,tuscaloosa-tornado,tier3,train,50,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000276_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000276_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000276_post_disaster.json
tuscaloosa-tornado_00000280,tuscaloosa-tornado,tier3,train,130,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000280_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000280_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000280_post_disaster.json
tuscaloosa-tornado_00000286,tuscaloosa-tornado,tier3,train,17,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000286_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000286_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000286_post_disaster.json
tuscaloosa-tornado_00000288,tuscaloosa-tornado,tier3,train,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000288_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000288_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000288_post_disaster.json
tuscaloosa-tornado_00000289,tuscaloosa-tornado,tier3,train,45,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000289_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000289_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000289_post_disaster.json
tuscaloosa-tornado_00000300,tuscaloosa-tornado,tier3,train,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000300_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000300_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000300_post_disaster.json
tuscaloosa-tornado_00000303,tuscaloosa-tornado,tier3,train,24,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000303_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000303_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000303_post_disaster.json
tuscaloosa-tornado_00000306,tuscaloosa-tornado,tier3,train,45,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000306_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000306_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000306_post_disaster.json
tuscaloosa-tornado_00000307,tuscaloosa-tornado,tier3,train,32,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000307_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000307_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000307_post_disaster.json
tuscaloosa-tornado_00000324,tuscaloosa-tornado,tier3,train,67,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000324_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000324_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000324_post_disaster.json
tuscaloosa-tornado_00000330,tuscaloosa-tornado,tier3,train,93,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000330_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000330_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000330_post_disaster.json
tuscaloosa-tornado_00000338,tuscaloosa-tornado,tier3,train,38,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000338_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000338_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000338_post_disaster.json
tuscaloosa-tornado_00000340,tuscaloosa-tornado,tier3,train,39,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000340_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000340_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000340_post_disaster.json
tuscaloosa-tornado_00000341,tuscaloosa-tornado,tier3,train,17,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000341_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\images\tuscaloosa-tornado_00000341_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier3\labels\tuscaloosa-tornado_00000341_post_disaster.json
guatemala-volcano_00000024,guatemala-volcano,tier1,val,61,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\guatemala-volcano_00000024_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\guatemala-volcano_00000024_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\guatemala-volcano_00000024_post_disaster.json
hurricane-florence_00000001,hurricane-florence,tier1,val,89,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000001_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\images\hurricane-florence_00000001_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\tier1\labels\hurricane-florence_00000001_post_disaster.json
